ARR_DELAY,DAY_OF_WEEK,DEP_DELAY,DISTANCE
-30,3,-12,665
-46,7,-6,666
-34,5,-5,666
-30,6,-2,666
-24,3,-4,666
-23,4,-2,666
-21,1,-5,666
-20,3,-4,666
-20,7,-3,666
-18,5,-1,666
-16,5,0,666
-16,5,0,666
-14,1,-6,666
-14,5,-1,666
-14,5,0,666
-13,7,-7,666
-12,3,-13,666
-12,3,-4,666
-12,2,0,666
-11,3,-4,666
-10,5,-6,666
-10,5,-3,666
-10,3,-2,666
-10,2,11,666
-8,4,0,666
-6,5,-1,666
-5,1,-5,666
-4,5,-6,666
-3,7,-1,666
-2,4,0,666
-2,4,1,666
-2,5,5,666
-1,1,-11,666
-1,7,3,666
0,6,-2,666
0,2,23,666
3,4,14,666
6,1,10,666
6,4,18,666
7,5,6,666
9,2,1,666
10,3,-5,666
10,1,12,666
14,5,42,666
15,7,9,666
17,5,33,666
21,4,23,666
30,1,36,666
42,1,4,666
-23,6,-2,667
-18,6,-10,667
-17,3,-6,667
-15,2,-11,667
-13,3,-10,667
-12,1,-11,667
-12,3,-5,667
-11,1,-2,667
-9,2,-9,667
-9,4,4,667
-8,3,-8,667
-8,2,-6,667
-8,7,-3,667
-7,3,-7,667
-6,4,-3,667
-5,4,-8,667
-5,5,-5,667
-5,2,-4,667
-4,2,3,667
-3,1,-2,667
-2,1,-10,667
2,2,-4,667
3,4,-7,667
3,3,-3,667
6,3,-4,667
9,5,-6,667
9,4,10,667
10,6,10,667
15,4,10,667
28,2,28,667
28,6,31,667
45,2,47,667
50,7,71,667
67,1,60,667
258,6,286,667
-28,6,-1,668
-19,5,-3,668
-14,4,-2,668
-10,2,-3,668
-9,4,-4,668
-4,6,9,668
6,7,2,668
13,1,0,668
120,4,108,668
-26,4,-6,669
-25,3,3,669
-23,1,-7,669
-20,4,4,669
-16,2,-9,669
-16,6,1,669
-15,3,3,669
-14,2,1,669
-13,7,-7,669
-12,7,-2,669
-12,3,8,669
-11,2,-4,669
-8,4,-4,669
-7,5,-5,669
-7,1,0,669
-6,6,7,669
-6,2,19,669
-5,6,16,669
-4,4,16,669
-1,5,-3,669
0,5,0,669
1,4,-1,669
2,3,0,669
2,2,19,669
3,5,-1,669
4,1,-4,669
4,6,-1,669
4,2,3,669
5,2,8,669
14,5,36,669
16,6,34,669
17,4,31,669
39,7,42,669
42,7,-1,669
214,1,224,669
-29,7,-5,670
-25,5,-7,670
-20,4,-6,670
-16,7,-6,670
-16,7,-6,670
-13,7,-3,670
-12,4,-3,670
-12,2,12,670
-4,1,-5,670
-4,1,-3,670
-1,3,-4,670
0,3,3,670
1,3,12,670
4,7,-3,670
12,5,6,670
114,4,84,670
-23,1,-5,671
-17,3,-5,671
-16,1,-1,671
-12,3,0,671
-7,4,-1,671
-5,1,-2,671
-2,3,-3,671
-2,5,0,671
-2,1,6,671
-1,4,-3,671
-1,4,16,671
1,7,-1,671
2,5,1,671
3,4,9,671
4,6,4,671
6,4,13,671
6,7,21,671
9,4,8,671
11,4,21,671
12,1,7,671
12,5,8,671
18,1,16,671
55,7,52,671
97,4,98,671
125,1,131,671
-3,1,-5,672
18,4,-2,672
26,4,9,672
-31,6,-10,674
-17,2,-11,674
-17,5,-3,674
-17,4,-2,674
-14,2,-14,674
-12,2,4,674
-11,1,-3,674
-11,5,2,674
-8,2,11,674
-6,4,1,674
-4,4,-2,674
-4,6,-2,674
-1,4,-1,674
0,5,13,674
2,7,11,674
5,2,16,674
6,1,-8,674
6,3,-6,674
6,1,-5,674
6,4,0,674
6,4,4,674
7,3,-4,674
12,1,8,674
21,2,12,674
21,3,16,674
54,3,36,674
88,5,98,674
-35,5,-3,675
-35,4,-1,675
-28,2,-4,675
-27,2,-14,675
-25,2,-2,675
-11,2,-7,675
-10,6,0,675
-6,7,4,675
7,1,8,675
12,7,14,675
16,3,26,675
46,3,56,675
-25,4,-9,677
-20,5,-6,677
-19,3,-6,677
-17,2,-5,677
-15,1,-10,677
-15,5,-8,677
-12,1,-3,677
-6,2,-4,677
-3,7,-11,677
-3,5,-5,677
-2,6,-8,677
0,1,-1,677
2,2,-4,677
4,4,2,677
4,5,27,677
9,6,13,677
12,1,32,677
14,4,2,677
21,2,24,677
25,3,24,677
30,3,24,677
33,2,51,677
154,3,179,677
-32,6,-11,678
-26,5,-4,678
-25,7,-3,678
-24,3,-9,678
-22,5,-13,678
-21,7,-6,678
-19,5,-6,678
-18,6,-5,678
-18,3,-2,678
-18,5,3,678
-17,1,-2,678
-16,3,-4,678
-15,4,-6,678
-15,4,-5,678
-13,3,-9,678
-13,3,-7,678
-12,6,-7,678
-12,3,-5,678
-11,7,-7,678
-11,1,-1,678
-11,5,-1,678
-10,3,-2,678
-8,2,0,678
-4,7,0,678
2,3,1,678
5,1,-1,678
9,4,-19,678
11,1,20,678
17,1,-4,678
17,3,-4,678
19,1,38,678
35,3,-6,678
50,7,72,678
78,5,74,678
80,2,10,678
105,5,81,678
126,3,102,678
208,5,199,678
-34,3,-14,679
-25,3,-4,679
-23,3,-10,679
-23,3,-10,679
-23,2,-3,679
-21,1,-15,679
-21,5,-15,679
-20,2,-14,679
-20,3,-3,679
-18,1,-7,679
-17,2,-3,679
-17,4,-1,679
-16,6,-5,679
-16,7,-5,679
-16,5,-3,679
-15,2,-3,679
-13,7,0,679
-11,1,7,679
-11,5,12,679
-10,2,-3,679
-9,1,-6,679
-7,7,-6,679
-5,2,-8,679
-4,1,-2,679
-3,5,12,679
-2,2,-6,679
0,5,-8,679
0,1,-3,679
0,6,12,679
2,3,2,679
2,7,23,679
4,7,1,679
4,5,3,679
5,3,-7,679
6,7,15,679
8,3,-10,679
8,2,7,679
8,6,12,679
9,6,-5,679
9,5,15,679
10,5,0,679
10,5,7,679
11,6,5,679
12,5,-3,679
14,4,21,679
15,7,0,679
15,4,31,679
18,7,18,679
23,3,13,679
45,2,41,679
46,4,34,679
51,2,53,679
53,5,54,679
58,5,63,679
67,5,68,679
78,4,73,679
122,5,135,679
132,7,132,679
-37,2,-6,680
-36,6,-5,680
-36,7,-5,680
-31,3,-2,680
-26,5,-9,680
-25,2,2,680
-24,6,-7,680
-24,2,-5,680
-22,4,-5,680
-22,1,-4,680
-20,6,-3,680
-19,5,2,680
-18,4,-8,680
-18,1,-4,680
-17,4,-6,680
-15,1,-1,680
-13,2,-2,680
-12,3,-6,680
-11,2,-3,680
-11,2,-1,680
-10,4,2,680
-9,3,-3,680
-9,1,8,680
-8,5,-7,680
-8,7,-4,680
-8,1,-2,680
-6,6,-10,680
-6,5,-4,680
1,2,-7,680
1,2,12,680
2,2,-9,680
2,3,0,680
5,1,15,680
6,4,34,680
8,3,-5,680
9,3,14,680
11,6,14,680
13,3,-8,680
22,5,22,680
31,3,35,680
39,6,43,680
41,1,38,680
53,1,46,680
67,3,78,680
76,3,79,680
85,3,86,680
301,3,303,680
-25,2,-8,682
-11,6,1,682
-9,3,-2,682
-6,6,-8,682
-6,7,-4,682
-2,2,-1,682
0,7,0,682
1,2,2,682
2,4,-2,682
-30,5,-4,683
-26,2,-6,683
-21,3,-5,683
-5,1,-3,683
14,6,10,683
-10,6,-5,684
-3,6,-2,684
21,6,30,684
27,3,30,684
43,2,55,684
-15,1,0,685
-10,7,-1,685
-9,1,-4,685
1,5,4,685
2,5,-5,685
32,2,47,685
53,3,20,685
87,1,23,685
168,1,156,685
-18,1,1,687
-16,7,1,687
-15,6,-5,687
-12,2,-6,687
-12,6,-6,687
-12,7,-3,687
-11,3,-4,687
-11,2,-3,687
-7,7,-5,687
-6,5,-3,687
-2,3,12,687
1,5,-1,687
30,1,43,687
61,1,15,687
-32,2,-6,689
-29,5,-4,689
-29,7,-3,689
-28,4,-1,689
-26,2,-6,689
-25,5,1,689
-21,2,-3,689
-20,7,-6,689
-17,6,-14,689
-17,3,1,689
-16,6,-8,689
-16,6,-7,689
-16,2,-4,689
-16,4,-4,689
-16,1,-2,689
-15,2,-3,689
-15,6,-2,689
-13,3,-1,689
-12,1,9,689
-11,2,-10,689
-11,4,-4,689
-11,5,-1,689
-8,6,-1,689
-6,3,-7,689
-6,1,-1,689
-6,2,-1,689
-6,5,1,689
-6,6,11,689
-5,7,-6,689
-5,3,15,689
-3,3,4,689
-3,5,6,689
-2,2,-3,689
-2,5,4,689
-2,5,11,689
-1,3,-2,689
0,4,-4,689
0,4,0,689
1,4,-3,689
1,3,12,689
3,2,-3,689
3,3,2,689
3,4,2,689
3,5,8,689
4,3,-5,689
4,6,28,689
8,4,1,689
9,3,23,689
11,1,-3,689
13,1,2,689
14,4,21,689
16,4,21,689
17,1,27,689
19,4,-6,689
19,6,-2,689
20,2,15,689
25,3,14,689
27,2,23,689
28,7,2,689
32,5,15,689
38,2,41,689
62,2,63,689
66,2,88,689
79,2,85,689
6,3,5,690
23,5,27,690
36,1,27,690
-23,2,-9,691
-18,2,-6,691
-11,7,-8,691
-9,1,-5,691
30,3,38,691
-29,5,-5,692
-27,7,-8,692
-22,3,-6,692
-19,3,-6,692
-17,5,-5,692
-17,4,-4,692
-17,5,-1,692
-16,5,-5,692
-16,3,-3,692
-15,6,-4,692
-15,7,-2,692
-15,4,-1,692
-13,5,-2,692
-12,6,-13,692
-12,4,0,692
-11,1,-1,692
-10,6,-6,692
-10,3,-5,692
-10,7,0,692
-9,4,-4,692
-7,5,-4,692
-4,2,2,692
0,5,2,692
4,4,13,692
9,7,19,692
15,4,11,692
19,7,28,692
23,6,26,692
30,5,35,692
30,3,36,692
34,1,43,692
37,3,39,692
49,3,46,692
256,4,261,692
-20,2,-8,693
-17,7,-9,693
-16,3,-4,693
-13,3,-12,693
-7,2,-7,693
0,2,-4,693
0,3,3,693
2,5,6,693
14,2,17,693
28,3,18,693
28,1,31,693
37,6,31,693
39,2,31,693
40,5,26,693
49,5,44,693
122,4,112,693
-24,5,-5,694
-2,3,-6,694
0,2,-8,694
4,1,-9,694
6,4,-9,694
10,5,-2,694
47,2,54,694
69,7,75,694
249,3,256,694
-19,6,-1,695
-12,6,-3,695
-9,7,-6,695
-9,2,-1,695
-9,7,-1,695
-8,3,-4,695
-7,7,-10,695
-7,1,2,695
2,7,-6,695
13,1,17,695
19,4,7,695
42,3,11,695
-36,7,-1,696
-28,2,-10,696
-22,2,-5,696
-20,2,-7,696
-20,1,-1,696
-20,6,1,696
-20,4,7,696
-19,6,-2,696
-18,1,3,696
-17,5,-4,696
-14,3,-5,696
-14,6,-3,696
-14,7,-1,696
-14,4,1,696
-13,1,-5,696
-13,4,-5,696
-13,6,-3,696
-13,3,-2,696
-13,3,-1,696
-11,6,-5,696
-10,3,-4,696
-10,1,-3,696
-10,5,-2,696
-9,1,-4,696
-9,3,9,696
-8,7,11,696
-6,4,0,696
-6,6,0,696
-5,4,-3,696
-5,3,0,696
-4,5,-1,696
-4,1,12,696
-3,6,-5,696
-2,5,0,696
0,3,-4,696
0,1,8,696
7,1,10,696
8,1,0,696
9,4,11,696
17,5,31,696
24,4,37,696
36,5,48,696
47,1,57,696
68,7,59,696
82,3,85,696
-25,7,-10,697
-19,3,-6,697
-17,6,-1,697
-16,7,0,697
-15,6,-9,697
-12,3,-5,697
-9,1,-2,697
-8,3,-9,697
-7,3,-7,697
-7,1,-4,697
-6,1,-11,697
-6,3,-5,697
-5,2,-11,697
-5,2,-2,697
-5,4,-2,697
-5,5,-2,697
-5,2,-1,697
-5,2,-1,697
-5,3,-1,697
-4,7,-5,697
-4,6,-3,697
-3,4,0,697
-1,7,15,697
1,2,-3,697
2,3,-5,697
2,1,-3,697
2,2,-1,697
6,7,0,697
6,2,5,697
7,1,-15,697
7,5,-2,697
9,3,7,697
11,1,-1,697
12,7,-2,697
26,3,41,697
32,1,30,697
33,5,15,697
47,5,21,697
50,5,31,697
-26,2,-7,700
-25,7,-7,700
-21,7,0,700
-17,5,-8,700
-14,7,-5,700
-8,2,-6,700
-7,5,0,700
-6,3,-4,700
-4,4,12,700
0,7,2,700
9,3,-3,700
28,5,-4,700
31,5,24,700
-11,4,-5,701
-2,3,-1,701
2,3,-1,701
24,7,22,701
27,3,21,701
43,4,33,701
79,1,59,701
84,5,98,701
-20,7,-5,704
10,3,12,704
-22,4,-4,705
-19,7,-4,705
-17,1,-3,707
-12,6,-1,707
-6,5,8,707
3,5,-3,707
11,5,12,707
13,2,1,707
-16,5,-10,708
-4,2,-12,708
11,1,8,708
13,7,11,708
-9,2,-1,710
0,2,-6,710
8,7,0,710
11,2,15,710
18,1,-6,710
79,4,99,710
-23,6,-5,711
-23,3,3,711
-20,2,-8,711
-14,5,3,711
-7,7,1,711
-6,6,11,711
1,5,16,711
2,4,-9,711
8,7,10,711
39,1,46,711
41,5,37,711
81,2,84,711
-32,7,-3,712
-29,4,-1,712
-26,5,-3,712
-22,5,-5,712
-17,7,-5,712
-17,5,-3,712
-10,1,-5,712
-5,7,-6,712
0,7,1,712
1,1,3,712
2,4,7,712
4,4,-6,712
4,6,5,712
24,2,32,712
26,2,34,712
34,1,43,712
-29,2,-6,714
-14,1,-6,714
-3,4,0,714
6,6,-2,714
35,1,-1,714
56,5,28,714
-20,5,-5,715
-13,2,-5,715
-3,5,-1,715
-1,1,6,715
2,4,2,715
4,3,-2,715
5,1,-9,715
5,7,1,715
6,3,-1,715
6,7,21,715
7,3,7,715
18,1,28,715
53,7,36,715
26,2,48,716
83,3,96,716
-8,2,-10,717
4,5,10,717
5,2,12,717
10,3,-13,717
18,6,16,717
39,7,0,717
85,4,95,717
119,4,119,717
-32,5,-6,718
-22,4,-6,718
-21,7,-5,718
-19,1,-3,718
-13,1,-8,718
-8,5,-2,718
-7,3,-4,718
-1,4,-6,718
0,2,-6,718
2,1,0,718
6,3,-13,718
8,6,10,718
11,4,0,718
23,2,39,718
28,3,2,718
-28,6,-4,719
-22,6,-1,719
-21,6,-1,719
-20,5,-3,719
-19,2,-6,719
-18,3,-5,719
-18,6,-2,719
-18,3,3,719
-16,7,-1,719
-15,6,-5,719
-15,2,-2,719
-14,2,-4,719
-12,1,-4,719
-10,4,-8,719
-8,2,0,719
-4,1,-1,719
-2,4,-5,719
-1,1,7,719
-1,3,16,719
0,1,-2,719
1,5,0,719
1,1,12,719
2,3,-8,719
3,5,-4,719
4,2,7,719
5,4,-5,719
5,1,5,719
5,5,8,719
6,5,6,719
14,5,15,719
15,3,14,719
19,4,33,719
21,4,41,719
25,7,24,719
30,5,34,719
31,4,54,719
40,1,43,719
43,1,54,719
53,4,42,719
55,4,45,719
59,5,74,719
66,3,5,719
68,4,-1,719
86,4,93,719
95,4,117,719
-26,3,-5,721
-23,2,-7,721
-23,6,-1,721
-21,7,-1,721
-17,4,-13,721
-16,7,-5,721
-16,7,-1,721
-15,2,-2,721
-14,5,-3,721
-14,6,0,721
-11,7,-5,721
-7,2,-4,721
-6,5,0,721
-3,2,8,721
-1,2,0,721
0,5,0,721
2,4,-3,721
7,1,12,721
7,6,18,721
11,3,17,721
13,2,27,721
14,2,7,721
16,5,22,721
16,5,24,721
17,5,12,721
22,7,26,721
30,2,35,721
43,3,60,721
65,3,50,721
66,1,72,721
71,4,81,721
78,1,91,721
163,2,191,721
-28,5,-4,722
-8,2,5,722
-26,1,-5,723
-21,3,-6,723
-11,2,0,723
-7,5,0,723
-4,5,-3,723
-4,4,0,723
-4,3,4,723
3,4,-1,723
5,6,8,723
9,7,13,723
14,7,-6,723
33,3,37,723
38,5,54,723
44,7,47,723
80,2,66,723
130,4,132,723
318,6,332,723
-31,2,-7,725
-23,2,-2,725
-20,5,-10,725
-18,6,-3,725
-13,2,-8,725
-12,3,12,725
-10,3,-2,725
-10,2,4,725
-8,2,-7,725
-7,1,12,725
-3,1,12,725
-2,3,7,725
-1,3,6,725
2,3,4,725
3,3,7,725
8,5,0,725
8,4,10,725
12,1,0,725
17,2,48,725
42,2,49,725
43,4,38,725
48,3,16,725
54,5,44,725
57,7,45,725
78,4,97,725
88,4,92,725
2,2,2,726
48,5,46,726
-26,7,-6,727
-16,5,-1,727
-3,6,-1,727
1,5,-1,727
8,5,-5,727
72,5,86,727
-16,6,-4,728
-15,6,-4,728
-12,5,4,728
-10,5,-4,728
-8,7,-2,728
-8,4,4,728
-5,2,-1,728
-3,6,8,728
-2,4,-2,728
-1,5,13,728
1,1,3,728
4,5,-4,728
4,1,1,728
9,6,-3,728
11,3,-5,728
12,6,10,728
14,5,-1,728
20,2,2,728
23,4,18,728
25,7,7,728
30,2,51,728
36,7,27,728
37,4,17,728
52,4,62,728
54,3,41,728
81,6,93,728
97,5,86,728
98,7,110,728
128,2,104,728
-25,7,-2,731
-24,2,0,731
-22,3,-6,731
-21,1,-7,731
-21,6,0,731
-20,4,1,731
-18,2,-9,731
-18,6,-4,731
-15,4,-3,731
-15,4,-2,731
-14,6,0,731
-14,5,6,731
-12,5,-1,731
-12,4,11,731
-11,5,-3,731
-11,6,-3,731
-11,4,-2,731
-11,7,-2,731
-10,3,-4,731
-8,1,1,731
-7,4,-10,731
-7,2,-4,731
-7,6,-4,731
-6,1,-5,731
-6,6,-2,731
-6,4,5,731
-5,4,-6,731
-5,2,-1,731
-3,7,-1,731
-3,6,4,731
-2,7,-2,731
-2,7,3,731
-1,1,-5,731
-1,5,2,731
-1,2,9,731
0,3,-3,731
1,1,13,731
2,5,1,731
4,3,6,731
4,2,16,731
5,4,1,731
9,2,16,731
11,6,-10,731
11,4,7,731
17,3,3,731
23,4,23,731
34,6,39,731
35,7,22,731
53,1,36,731
58,4,85,731
77,5,37,731
100,2,104,731
-29,5,-1,733
-28,2,-4,733
-26,5,-5,733
-25,6,-7,733
-22,3,-10,733
-22,5,-6,733
-21,7,-10,733
-20,6,-11,733
-18,2,-5,733
-17,3,-7,733
-16,7,-10,733
-16,2,-1,733
-15,1,-6,733
-14,5,-6,733
-14,2,-4,733
-14,2,0,733
-14,4,12,733
-10,5,-13,733
-10,2,-3,733
-10,3,7,733
-9,5,-1,733
-9,7,10,733
-9,5,20,733
-8,6,0,733
-7,2,1,733
-7,2,7,733
-6,3,-1,733
-6,6,1,733
-5,1,-6,733
-4,3,-4,733
-4,7,4,733
-3,5,-5,733
-3,3,4,733
-2,4,5,733
-2,7,6,733
-1,5,-2,733
-1,1,2,733
-1,5,17,733
-1,2,20,733
0,4,3,733
0,7,6,733
3,2,-3,733
3,6,42,733
4,7,-6,733
5,2,-2,733
7,4,-7,733
8,2,5,733
8,2,25,733
9,3,3,733
9,2,9,733
13,1,1,733
14,3,0,733
15,1,35,733
16,7,13,733
17,5,0,733
17,3,16,733
18,2,16,733
19,1,6,733
20,2,7,733
22,3,7,733
24,5,23,733
27,1,49,733
28,5,33,733
28,1,36,733
29,5,11,733
30,3,1,733
33,5,-4,733
36,4,7,733
38,1,35,733
40,4,46,733
47,4,68,733
51,5,87,733
54,1,53,733
56,4,26,733
57,1,24,733
64,4,50,733
72,7,60,733
90,5,47,733
99,2,95,733
125,1,75,733
128,1,129,733
143,1,137,733
146,2,125,733
-18,6,-2,735
-10,3,-2,735
-7,1,9,735
-6,7,-1,735
-3,6,-5,735
-1,1,-2,735
1,7,-6,735
10,5,-4,735
18,5,23,735
19,1,25,735
32,3,23,735
-13,7,-10,737
-9,5,-5,737
-8,6,-5,737
-6,1,5,737
-5,7,-10,737
-4,4,-2,737
-2,1,5,737
1,2,5,737
6,6,8,737
6,6,15,737
7,3,-4,737
7,3,5,737
8,7,2,737
12,1,6,737
12,6,23,737
13,2,0,737
16,5,-2,737
26,6,32,737
30,7,35,737
79,3,76,737
99,5,91,737
154,4,169,737
259,5,150,737
-51,4,-11,738
-21,3,-2,738
-18,2,-9,738
-18,5,4,738
-17,5,-2,738
-15,3,-12,738
-15,7,-8,738
-15,4,-2,738
-13,4,-3,738
-13,3,0,738
-12,5,-10,738
-11,3,-2,738
-8,4,1,738
-7,2,6,738
-5,4,-3,738
-5,2,1,738
0,1,22,738
2,5,-11,738
7,4,9,738
8,3,0,738
12,5,15,738
13,2,1,738
16,5,-1,738
22,5,28,738
27,6,-5,738
27,7,44,738
28,7,-1,738
29,1,31,738
31,7,48,738
39,3,-5,738
75,1,97,738
158,1,123,738
-16,4,-6,740
-13,6,-10,740
-11,7,-3,740
3,2,23,740
8,4,17,740
11,4,12,740
18,6,4,740
21,4,29,740
24,1,9,740
-16,3,-8,742
-16,5,-4,742
-14,4,-1,742
16,3,22,742
47,5,57,742
-26,4,-6,743
-24,6,-7,743
-19,3,6,743
-12,4,-2,743
-8,4,-5,743
-6,6,-3,743
-6,3,-1,743
-3,2,10,743
6,2,16,743
8,6,0,743
10,4,5,743
-25,6,-10,744
-22,2,-14,744
-20,7,-10,744
-13,1,-8,744
-10,7,-6,744
-8,5,-3,744
-8,7,-2,744
-6,4,-6,744
-12,5,-3,745
6,6,0,745
6,3,17,745
16,2,23,745
35,1,31,745
42,3,32,745
-28,5,-1,746
-28,7,0,746
-26,4,2,746
-25,7,0,746
-24,3,-1,746
-24,4,-1,746
-23,5,-2,746
-22,4,-2,746
-20,2,-3,746
-19,2,-5,746
-19,7,2,746
-18,2,-11,746
-17,4,-5,746
-16,1,-1,746
-15,4,-3,746
-13,4,-1,746
-12,2,-2,746
-12,7,1,746
-11,5,-4,746
-11,2,-1,746
-9,5,-8,746
-9,3,-2,746
-9,7,-2,746
-9,1,6,746
-8,7,1,746
-7,7,4,746
-7,1,10,746
-4,3,-8,746
-3,3,-2,746
-3,6,-2,746
-3,2,0,746
-2,5,0,746
2,5,5,746
6,4,-8,746
7,7,-1,746
8,4,38,746
12,4,6,746
12,5,32,746
21,4,29,746
35,7,52,746
67,5,57,746
98,1,37,746
111,2,78,746
136,2,139,746
200,1,205,746
-31,4,-5,748
-30,1,-2,748
-29,3,-17,748
-20,5,-5,748
-19,3,-11,748
-14,2,-6,748
-13,3,-6,748
-12,2,0,748
-11,6,-9,748
-11,3,0,748
-11,4,0,748
-9,4,-8,748
-4,7,-6,748
-4,1,-4,748
-4,2,1,748
-3,4,13,748
-3,1,20,748
-2,5,12,748
-1,4,-14,748
2,5,-4,748
3,5,29,748
4,4,-8,748
5,7,5,748
11,4,9,748
17,3,-6,748
18,5,-6,748
22,1,30,748
50,4,82,748
-19,4,11,749
-17,3,-2,749
-14,2,-4,749
-14,2,-3,749
-12,5,-9,749
-12,4,0,749
-4,2,4,749
5,5,6,749
5,7,6,749
9,5,-3,749
12,1,1,749
29,1,1,749
-18,5,-5,750
82,1,103,750
-32,5,-10,751
-5,5,-4,751
23,7,7,751
40,3,57,751
69,7,69,751
137,5,81,751
173,5,173,751
-17,5,-3,752
-5,7,-10,752
-3,7,-6,752
8,1,16,752
19,3,18,752
67,4,69,752
110,3,109,752
147,3,125,752
221,7,172,752
308,5,304,752
-4,1,-6,753
11,4,16,753
39,7,11,753
55,5,28,753
-12,7,-1,756
-11,4,2,756
-11,5,7,756
-10,3,0,756
-4,7,-4,756
-24,5,-8,757
-17,4,-3,757
-11,6,-21,757
-4,5,-10,757
-1,1,-5,757
8,6,14,757
11,4,1,757
11,1,24,757
22,5,-6,757
36,4,39,757
54,5,44,757
-21,1,-4,758
-16,5,8,758
-15,6,-3,758
-15,4,0,758
-15,5,0,758
-13,6,-3,758
-8,3,0,758
-8,7,3,758
-6,2,-3,758
-5,6,-6,758
-5,5,-1,758
-4,3,3,758
-3,6,-1,758
-3,6,4,758
1,5,-2,758
7,5,-3,758
7,7,5,758
8,3,14,758
9,7,-1,758
9,3,5,758
13,5,21,758
19,6,2,758
19,1,10,758
29,3,18,758
70,4,16,758
-31,5,-8,759
-30,7,-16,759
-29,7,-9,759
-29,1,-3,759
-27,1,-2,759
-22,4,-7,759
-20,7,-12,759
-20,1,-3,759
-18,3,-9,759
-18,1,-2,759
-17,1,-5,759
-17,3,-3,759
-16,1,-2,759
-14,1,-4,759
-13,1,-6,759
-13,3,-6,759
-13,6,-4,759
-11,7,-10,759
-11,4,-8,759
-11,7,-7,759
-11,1,-4,759
-11,4,6,759
-10,1,-6,759
-10,6,-3,759
-10,1,1,759
-8,7,-7,759
-8,7,-1,759
-6,6,-6,759
-6,5,-3,759
-4,1,-2,759
-1,2,3,759
1,4,0,759
2,2,-9,759
2,6,-5,759
5,2,-6,759
7,6,-4,759
8,5,1,759
9,4,-9,759
12,1,12,759
14,1,-3,759
18,5,25,759
18,4,39,759
22,4,-3,759
26,3,20,759
32,3,41,759
54,7,52,759
67,5,86,759
87,4,46,759
92,2,101,759
-22,4,-4,760
-13,3,-1,760
-6,2,15,760
1,4,0,760
12,5,-3,760
48,7,63,760
57,1,57,760
83,6,105,760
88,6,55,760
-29,7,-7,761
-28,2,-2,761
-24,5,-5,761
-20,5,-15,761
-13,3,-8,761
-13,2,-6,761
-12,3,-5,761
-11,4,-2,761
-11,4,-1,761
-9,5,-6,761
-9,4,17,761
-8,7,-2,761
-5,6,-2,761
-4,6,-5,761
-4,1,5,761
-4,2,7,761
3,3,-2,761
3,1,0,761
3,5,0,761
3,2,12,761
6,6,-4,761
12,5,6,761
28,4,33,761
30,1,-7,761
44,1,51,761
46,3,-2,761
56,5,46,761
89,2,110,761
204,4,205,761
-30,2,0,762
-24,7,1,762
-21,1,24,762
-19,1,-1,762
-19,7,-1,762
-19,3,3,762
-18,2,-4,762
-18,4,14,762
-16,4,-2,762
-16,7,4,762
-15,3,-7,762
-14,4,0,762
-13,4,-4,762
-13,3,-1,762
-13,4,10,762
-11,3,1,762
-11,4,1,762
-10,6,-3,762
-10,4,5,762
-8,3,-5,762
-8,7,4,762
-7,3,-4,762
-6,5,-5,762
-5,1,-5,762
-5,7,16,762
-4,3,-4,762
-4,6,-1,762
-4,5,19,762
-3,2,0,762
-2,3,-5,762
-1,7,11,762
0,1,0,762
0,3,1,762
2,5,-10,762
3,3,-3,762
3,4,5,762
3,1,16,762
6,3,-3,762
9,4,0,762
11,2,12,762
13,5,0,762
14,3,25,762
15,7,6,762
16,3,15,762
18,2,-6,762
18,2,21,762
19,1,22,762
21,2,27,762
25,4,14,762
26,1,30,762
27,1,-2,762
27,5,27,762
32,4,12,762
46,5,42,762
51,2,58,762
54,1,50,762
78,5,73,762
83,2,31,762
114,1,106,762
140,2,159,762
-18,6,0,763
-16,4,-5,763
-12,6,-6,763
-11,2,-11,763
-9,6,-15,763
-9,1,-3,763
-5,3,-11,763
-4,2,-7,763
-4,3,-4,763
2,7,-16,763
2,1,-10,763
2,4,-3,763
4,7,-8,763
5,4,11,763
8,3,-9,763
11,5,19,763
327,4,337,763
-27,2,-7,764
-23,2,-3,764
-20,1,-7,764
-19,7,-6,764
-14,5,4,764
-10,3,-3,764
-6,1,8,764
-4,5,1,764
10,6,-4,764
19,5,19,764
20,2,19,764
21,3,26,764
28,1,-5,764
34,2,37,764
35,3,25,764
50,4,42,764
-22,1,-2,765
-10,5,-2,765
-5,6,-5,765
-3,4,-5,765
-2,2,11,765
0,4,3,767
10,5,28,767
18,1,14,767
54,4,50,767
-17,5,-2,769
-16,6,-2,769
-9,1,-4,769
-1,6,8,769
7,2,-5,769
-25,3,-6,770
-18,7,-9,770
-16,2,-6,770
-13,7,1,770
-10,6,-1,770
-10,5,0,770
-4,1,2,770
0,4,0,770
0,5,18,770
3,2,2,770
3,5,3,770
7,3,18,770
9,7,15,770
13,2,17,770
14,3,15,770
18,2,24,770
38,6,47,770
-13,3,-4,771
-12,4,9,771
-9,2,-5,771
-7,5,-11,771
-5,2,4,771
60,3,78,771
-8,7,-9,772
-6,5,-2,772
-2,6,4,772
9,4,-5,772
12,4,7,772
17,4,0,772
27,2,3,772
33,4,16,772
91,6,57,772
167,6,99,772
191,2,103,772
-12,6,-5,773
-11,7,-3,773
-7,1,-3,773
-3,7,-5,773
1,3,9,773
2,5,6,773
7,3,-5,773
8,4,-6,773
11,3,13,773
