ARR_DELAY,DAY_OF_WEEK,DEP_DELAY,DISTANCE
-2,5,3,31
-20,6,0,67
-17,2,-18,67
-17,1,-2,67
-14,2,-9,67
-13,4,-4,67
-12,5,-4,67
-12,6,-1,67
-11,6,-4,67
-10,1,-3,67
-9,3,-10,67
-8,4,-2,67
-7,5,0,67
-6,3,4,67
2,7,-12,67
3,1,-1,67
9,2,14,67
13,7,-1,67
14,4,-1,67
17,1,15,67
27,5,42,67
34,1,46,67
35,2,22,67
43,1,55,67
62,1,56,67
90,5,46,67
205,1,206,67
283,3,290,67
-16,7,-10,68
-11,2,-7,68
2,6,-6,68
5,6,2,68
36,1,39,68
-19,2,0,69
-17,1,-22,69
-6,4,-10,69
-6,7,-1,69
6,4,-3,69
6,7,0,69
-18,2,-8,73
-17,5,-3,73
-16,3,-4,73
-15,5,-5,73
-12,3,-5,73
-12,7,-5,73
-11,2,-8,73
-8,5,-3,73
-6,5,-1,73
0,4,5,73
0,1,9,73
12,4,12,73
18,5,28,73
19,5,8,73
30,4,34,73
84,5,72,73
-16,1,-7,74
-16,4,-5,74
-9,4,-3,74
-4,3,-12,74
-2,4,-4,74
-1,7,-7,74
3,2,-4,74
5,2,-14,74
9,5,-2,74
17,2,30,74
240,5,234,74
-22,5,-5,76
-20,7,-4,76
-4,1,4,76
-3,5,-3,76
7,3,5,76
8,1,23,76
14,1,26,76
-26,2,-16,77
-19,4,-4,77
-12,5,-11,77
-9,6,-6,77
-9,7,-6,77
-8,7,0,77
-7,6,-5,77
-2,7,1,77
39,6,29,77
42,7,50,77
82,2,90,77
132,4,100,77
-10,5,-7,82
-5,3,-14,82
-27,1,-15,83
-14,2,-9,83
-13,4,-10,83
-11,4,-5,83
-11,2,-3,83
-11,7,-2,83
-10,7,-1,83
-8,1,-2,83
-7,2,-10,83
-7,5,-3,83
-6,1,-5,83
-3,5,-2,83
1,3,-7,83
7,3,9,83
10,5,0,83
50,7,38,83
66,2,33,83
-11,7,-7,84
-11,6,-6,84
-9,6,-2,84
-5,7,-6,84
-1,2,-8,84
2,5,1,84
37,4,4,84
57,4,26,84
102,6,89,84
-46,4,-20,86
-20,2,-10,86
-16,3,-10,86
-16,6,-7,86
-15,3,-9,86
-15,7,-5,86
-14,1,-9,86
-14,3,-9,86
-14,7,-4,86
-9,6,-7,86
-9,7,-3,86
-9,7,2,86
-8,3,-9,86
-8,6,-4,86
-8,2,-3,86
-8,2,-2,86
-7,5,0,86
-7,6,0,86
-6,6,-4,86
-6,4,-2,86
-4,3,-3,86
-3,6,0,86
-3,7,1,86
-2,6,-6,86
-2,2,-3,86
0,7,-8,86
0,2,-3,86
1,3,2,86
1,2,9,86
3,7,-2,86
3,5,0,86
5,2,10,86
6,6,8,86
8,3,5,86
8,1,18,86
9,7,14,86
11,7,6,86
26,5,24,86
36,4,0,86
41,7,59,86
62,3,70,86
68,5,57,86
72,5,61,86
149,4,157,86
230,5,236,86
319,5,308,86
-19,7,-6,89
-17,4,-7,89
-15,1,-12,89
-13,2,-5,89
-11,2,-7,89
-10,2,-2,89
-9,4,-9,89
-8,7,-10,89
-8,2,-9,89
-8,4,-5,89
-8,1,-4,89
-8,2,-2,89
-7,6,-9,89
-7,2,-3,89
-7,2,-3,89
-5,4,-5,89
-5,3,0,89
-4,5,0,89
0,5,6,89
2,2,-9,89
2,1,0,89
7,1,12,89
8,4,-1,89
11,4,-1,89
14,5,18,89
24,6,10,89
26,4,31,89
114,4,104,89
0,4,-6,93
1,7,-15,93
1,4,-1,93
4,7,3,93
7,1,-4,93
1,1,6,94
-32,5,-22,95
-26,5,3,95
-24,7,-16,95
-21,1,-18,95
-15,5,-1,95
-10,6,-13,95
-8,5,-12,95
-4,4,-5,95
-2,7,-10,95
2,4,13,95
4,2,4,95
36,7,38,95
-13,7,6,96
-3,2,-4,98
-2,1,-6,98
34,6,35,98
109,3,108,98
151,1,161,98
-13,4,-10,100
-13,7,-10,100
-13,7,-10,100
-13,7,-7,100
-9,4,-6,100
-8,1,-10,100
-8,1,-6,100
-7,2,-9,100
-7,1,-6,100
-7,2,-6,100
-7,5,-4,100
-6,3,-6,100
-6,3,-6,100
-6,6,-4,100
-5,4,-4,100
-5,1,1,100
-4,1,-8,100
-4,5,-5,100
-3,6,-5,100
-2,5,-6,100
-2,1,-4,100
-2,6,-2,100
-1,6,-5,100
-1,4,-2,100
-1,5,-1,100
0,5,-6,100
0,3,-5,100
0,4,-5,100
1,3,-7,100
1,4,-6,100
1,3,-1,100
2,3,-6,100
2,2,-3,100
2,4,0,100
2,5,2,100
2,3,3,100
3,3,2,100
4,1,-3,100
4,2,-2,100
5,3,-4,100
5,6,-3,100
5,4,-2,100
5,4,-1,100
6,5,-4,100
7,1,-4,100
7,2,4,100
9,1,7,100
9,2,8,100
10,4,9,100
11,6,5,100
13,3,12,100
18,6,5,100
21,5,19,100
24,3,16,100
26,5,18,100
29,4,11,100
31,5,15,100
32,4,13,100
36,6,24,100
38,6,25,100
38,6,31,100
41,3,35,100
53,6,21,100
60,1,46,100
-12,3,-11,102
-11,6,-10,102
-9,1,-8,102
-9,7,-7,102
-8,1,-9,102
-8,2,-7,102
-7,2,-10,102
-6,3,-8,102
-6,2,-6,102
-5,1,-8,102
-5,2,-6,102
-5,6,-6,102
-5,7,-6,102
-4,5,-8,102
-4,4,-7,102
-4,4,-7,102
-4,2,-5,102
-3,1,-7,102
-2,3,-6,102
-2,5,-5,102
-1,7,-6,102
-1,1,-5,102
-1,4,-5,102
-1,4,-2,102
-1,5,-1,102
0,2,-11,102
0,1,-1,102
1,4,-8,102
1,5,-6,102
1,1,-2,102
1,5,2,102
2,3,-4,102
2,5,1,102
3,5,-9,102
5,2,-8,102
6,5,-2,102
7,3,-17,102
9,4,-1,102
9,4,1,102
9,5,7,102
11,1,-4,102
12,7,-8,102
13,4,1,102
13,4,11,102
18,3,7,102
19,3,13,102
38,4,22,102
54,5,0,102
219,3,213,102
-30,6,-9,106
-27,7,-5,106
-19,4,-2,106
-18,4,-6,106
-16,4,-1,106
-13,5,-10,106
-13,4,-1,106
-13,1,0,106
-12,2,-1,106
-12,5,-1,106
-10,1,-1,106
-10,4,1,106
-9,6,-5,106
-8,6,-5,106
-8,7,-2,106
-8,4,-1,106
-6,1,-3,106
-6,4,-1,106
-4,3,-6,106
-3,4,-5,106
-3,7,-3,106
-2,5,-3,106
1,3,4,106
3,5,19,106
5,5,-5,106
7,3,15,106
17,1,18,106
90,4,88,106
-16,3,-5,108
-15,5,-8,108
-14,7,-8,108
-14,2,-6,108
-10,3,-2,108
-10,6,-1,108
-9,6,-2,108
-8,4,-6,108
-4,6,-9,108
-3,2,-2,108
-2,4,-5,108
-1,1,-2,108
0,4,-3,108
8,7,10,108
10,5,6,108
12,2,-4,108
13,4,16,108
13,6,19,108
20,1,21,108
20,2,23,108
25,4,35,108
31,4,22,108
51,3,49,108
60,5,69,108
73,3,89,108
114,1,85,108
133,5,144,108
137,5,108,108
-23,6,-13,109
-19,1,-10,109
-16,3,-5,109
-15,2,-5,109
-12,1,-5,109
-11,2,-2,109
-11,6,-1,109
-10,7,-10,109
-9,5,-6,109
-8,4,-9,109
-8,2,-6,109
-8,2,-3,109
-8,7,-2,109
-8,7,-2,109
-7,1,-9,109
-7,3,-2,109
-6,5,-6,109
-5,7,-2,109
-5,1,-1,109
-4,3,-7,109
-3,2,-8,109
-2,1,-3,109
-2,4,2,109
-1,1,-9,109
-1,1,-3,109
-1,6,0,109
0,5,-6,109
0,5,-4,109
1,7,-5,109
1,1,0,109
2,5,1,109
2,7,5,109
2,5,10,109
18,2,17,109
23,4,8,109
23,7,26,109
28,6,21,109
30,2,26,109
31,5,33,109
35,5,33,109
43,1,53,109
47,7,45,109
-21,4,-10,110
-14,4,-8,110
-13,5,-4,110
-12,3,-10,110
-12,4,-2,110
-10,3,-6,110
-10,7,-5,110
-10,7,-3,110
-6,1,3,110
-5,7,-10,110
-5,1,-7,110
-5,2,-6,110
-5,7,-4,110
-2,1,-5,110
-1,6,-5,110
0,2,4,110
3,5,-9,110
6,4,-2,110
6,3,12,110
8,2,-4,110
11,5,24,110
14,7,13,110
24,5,36,110
28,3,39,110
33,2,44,110
-25,2,-6,113
-18,5,-8,113
-15,1,-7,113
-15,5,-4,113
-14,6,-9,113
-11,6,-11,113
-11,4,-6,113
-1,7,-1,113
1,7,0,113
12,7,-2,113
12,4,16,113
18,1,23,113
20,2,26,113
33,5,43,113
45,1,42,113
53,1,26,113
114,3,78,113
-29,5,-9,114
-23,3,-5,114
-17,4,-1,114
-11,6,-6,114
-9,7,-8,114
-9,1,0,114
-8,3,0,114
4,4,-6,114
0,7,-2,116
69,2,70,116
-15,2,-13,118
34,4,42,118
-17,3,-1,119
-13,1,-6,119
-13,2,-2,119
-11,3,-14,119
-8,2,-6,119
-6,4,-2,119
-4,4,-2,119
-3,2,-8,119
-3,4,-6,119
-3,3,-1,119
-2,6,-2,119
0,7,4,119
1,5,-7,119
1,2,-4,119
3,6,-9,119
4,4,-6,119
5,7,-3,119
11,5,-5,119
44,5,50,119
-12,2,-3,120
4,1,8,120
5,2,1,120
8,2,3,120
28,3,-2,120
29,5,6,120
33,6,-7,120
160,1,169,120
-11,7,-8,121
-9,5,-9,121
-4,1,-5,121
-4,6,-5,121
-2,7,-7,121
-1,7,-7,121
5,3,2,121
-19,2,-9,122
-17,6,-2,122
-10,3,-4,122
-9,7,-9,122
-6,2,-7,122
-5,3,-7,122
-2,7,-4,122
6,7,8,122
9,4,9,122
22,1,36,122
24,5,27,122
34,2,48,122
40,5,39,122
55,1,46,122
77,5,53,122
123,6,121,122
-4,3,-11,123
5,1,0,123
16,7,7,123
-23,2,-13,125
-20,7,-9,125
-16,5,-2,125
-10,6,-4,125
-9,7,0,125
15,7,-2,125
17,1,19,125
27,5,15,125
29,6,33,125
55,2,52,125
68,2,49,125
69,5,79,125
87,1,64,125
124,7,138,125
154,3,161,125
-20,2,-8,127
-18,1,-3,127
-13,1,-6,127
-11,1,-8,127
-10,1,-8,127
-9,3,-4,127
-9,4,-2,127
-8,7,-7,127
-1,5,-20,127
0,2,6,127
3,6,4,127
-25,3,-8,128
-20,3,-8,128
-15,1,-3,128
-11,7,0,128
-13,4,-9,129
-13,4,-7,129
-11,5,-6,129
-11,2,-4,129
-9,4,-5,129
-8,3,-1,129
-7,4,-2,129
0,2,-8,129
3,1,3,129
71,5,63,129
-18,2,-8,130
-18,4,-4,130
-17,6,-2,130
-16,2,-4,130
-15,6,-3,130
-10,3,-6,130
-7,4,-2,130
-7,7,-2,130
-6,7,-6,130
-4,5,1,130
-1,3,-4,130
-1,2,-1,130
0,6,-2,130
2,5,-5,130
12,5,-6,130
12,7,13,130
18,7,30,130
24,5,2,130
24,6,23,130
29,4,45,130
30,1,23,130
37,2,22,130
39,2,39,130
49,3,16,130
69,2,64,130
-19,4,-14,132
-16,2,-4,132
-4,3,-8,132
623,6,626,132
-29,2,-12,133
-17,2,-6,133
-21,3,-10,134
-21,6,-5,134
-19,2,-4,134
-19,3,-2,134
-19,6,-2,134
-16,4,-13,134
-16,7,-2,134
-15,6,-2,134
-14,1,-11,134
-14,6,-8,134
-14,6,-7,134
-13,3,-19,134
-12,7,-9,134
-12,6,-4,134
-10,7,15,134
-8,3,-4,134
-8,7,-4,134
-8,7,-1,134
-7,1,-6,134
-6,6,-4,134
-6,3,0,134
-5,3,-5,134
-5,3,-5,134
-4,4,-1,134
-4,7,1,134
-2,1,-5,134
-1,4,-1,134
-1,1,0,134
1,2,7,134
3,7,-3,134
4,7,-2,134
4,5,-1,134
10,4,-2,134
11,1,13,134
12,4,-2,134
13,3,11,134
20,7,29,134
28,2,16,134
31,7,12,134
52,7,51,134
68,1,94,134
89,7,77,134
148,1,154,134
169,2,187,134
317,5,199,134
-7,5,-5,135
-2,5,-2,135
33,4,32,135
51,3,-10,135
72,1,33,135
139,5,143,135
-23,4,-10,137
-15,6,-4,137
-15,3,-1,137
-13,5,-8,137
-9,3,-7,137
-6,6,-2,137
-4,6,9,137
-3,1,-3,137
6,6,13,137
8,4,-3,137
23,5,1,137
42,7,-8,137
68,4,66,137
92,3,69,137
-26,4,-11,139
-21,6,-9,139
-18,4,-5,139
-18,6,-4,139
-12,6,-4,139
-7,7,-2,139
-7,3,0,139
2,5,-6,139
18,3,-1,139
19,5,31,139
27,2,-3,139
33,7,37,139
40,5,-5,139
117,3,-8,139
278,7,270,139
-19,7,-4,140
-18,7,-11,140
-11,7,-6,140
-9,7,-10,140
-8,5,1,140
-5,2,-8,140
-5,5,0,140
-5,7,2,140
-5,5,3,140
-4,2,-8,140
-4,2,-6,140
-4,3,1,140
-3,5,-4,140
-1,2,-4,140
-1,1,-1,140
-1,4,3,140
1,7,-3,140
1,4,0,140
1,1,3,140
4,5,-7,140
4,4,2,140
4,2,10,140
6,1,0,140
7,4,1,140
14,4,15,140
20,4,32,140
29,7,40,140
34,4,9,140
57,3,52,140
234,7,211,140
11,6,-1,141
48,1,44,141
-13,4,-4,143
-13,5,0,143
-11,2,2,143
-10,2,-6,143
-8,6,-5,143
-8,2,-1,143
-7,5,-4,143
-7,3,-2,143
-5,2,-3,143
-5,7,-3,143
-1,4,-3,143
0,5,3,143
2,6,2,143
10,4,6,143
46,7,36,143
46,5,53,143
55,5,65,143
73,7,86,143
-34,2,-7,144
-23,2,-1,144
-22,1,-9,144
-18,5,-13,144
-16,6,-4,144
-14,4,-3,144
-6,5,1,144
34,2,7,144
-19,2,-2,145
-16,3,-7,145
-13,4,-3,145
-12,7,-3,145
-7,2,-4,145
-7,4,-3,145
-6,4,-4,145
7,4,11,145
13,3,-5,145
16,1,0,145
28,1,16,145
-24,2,-8,147
-16,7,-1,147
-15,5,-9,147
-14,2,-3,147
-13,1,-5,147
-7,3,-1,147
-7,5,3,147
-6,5,-2,147
-5,4,-1,147
1,6,-2,147
1,6,-1,147
7,4,15,147
8,4,-1,147
11,2,0,147
15,2,21,147
26,2,9,147
40,4,-7,147
57,3,65,147
90,2,79,147
-12,5,-5,148
-9,1,-4,148
-7,3,-1,148
-5,5,-2,148
-4,2,-6,148
-3,4,-3,148
-2,1,-2,148
0,1,-1,148
1,5,9,148
2,2,10,148
8,5,2,148
11,3,13,148
18,2,12,148
35,4,27,148
47,1,49,148
47,7,49,148
3,1,-11,150
-11,7,-1,151
-7,1,2,151
-6,6,-2,151
-6,1,0,151
-6,3,0,151
3,3,-7,151
-15,7,-14,152
-15,5,1,152
-14,5,-4,152
-9,4,6,152
-5,4,-1,152
1,6,-1,152
19,5,-2,152
22,3,-1,152
27,2,13,152
58,3,3,152
103,3,95,152
106,3,116,152
-21,7,0,153
-19,7,-2,153
-18,6,-3,153
-17,3,1,153
-15,3,-3,153
-15,2,0,153
-14,2,-1,153
-10,6,-2,153
-10,3,-1,153
-10,5,-1,153
-10,7,-1,153
-7,1,-1,153
-6,6,-5,153
-6,4,-2,153
-3,1,14,153
-3,4,14,153
-2,1,2,153
4,3,-3,153
20,5,38,153
27,4,39,153
49,2,56,153
93,2,70,153
142,2,130,153
-13,3,-7,156
-10,5,-6,156
-6,3,-3,156
-6,4,-2,156
-5,3,-5,156
-5,3,0,156
-4,2,-3,156
-3,3,-8,156
-3,4,1,156
0,3,-1,156
1,1,-1,156
3,1,-1,156
3,7,-1,156
5,2,-10,156
5,6,2,156
8,7,-12,156
10,5,11,156
12,2,4,156
94,5,79,156
-27,5,-11,157
-25,3,-9,157
-19,5,-7,157
-18,6,-8,157
-15,6,-8,157
-15,2,-6,157
-12,4,-10,157
-12,4,-2,157
-9,1,-2,157
-9,4,7,157
-7,2,-5,157
-6,2,-4,157
-5,4,-9,157
-4,2,-5,157
-3,5,-3,157
-3,6,5,157
-1,7,-7,157
-1,2,3,157
1,5,17,157
3,2,3,157
8,7,18,157
10,1,8,157
12,4,-2,157
18,4,21,157
32,5,1,157
36,1,51,157
78,2,87,157
110,3,51,157
123,1,116,157
151,7,147,157
276,4,264,157
-21,4,-5,158
-20,3,-11,158
-20,6,-7,158
-17,3,-11,158
-16,3,-13,158
-14,4,-8,158
-14,5,-7,158
-14,6,-5,158
-12,4,-11,158
-11,3,-10,158
-11,5,-5,158
-10,1,-1,158
-8,7,-6,158
-8,1,-2,158
-7,3,-9,158
-7,7,-4,158
-1,4,0,158
0,4,-4,158
0,7,-2,158
0,7,-2,158
1,3,-6,158
2,5,0,158
4,2,-3,158
9,2,10,158
12,7,8,158
14,1,11,158
15,7,11,158
18,4,-10,158
18,4,-8,158
18,3,-7,158
18,6,9,158
20,5,8,158
29,6,-1,158
29,4,20,158
31,4,3,158
31,4,19,158
33,7,30,158
49,1,49,158
51,1,52,158
80,5,78,158
140,1,124,158
156,2,88,158
-18,6,-5,159
-7,1,3,159
8,5,16,159
14,4,-2,159
24,7,34,159
-24,6,-6,160
-20,6,-11,160
-17,3,-18,160
-17,4,-9,160
-15,5,-10,160
-12,5,-10,160
-12,5,-4,160
-12,7,-3,160
-11,3,-11,160
-10,1,-13,160
-9,7,-6,160
-8,1,-6,160
-7,3,-9,160
-7,3,-7,160
-6,2,-15,160
-6,6,-5,160
-5,3,-9,160
-5,6,-4,160
-4,4,-7,160
-3,2,-4,160
-3,5,-2,160
-3,1,-1,160
-2,3,-6,160
-2,7,-4,160
-1,1,-4,160
-1,5,-4,160
0,3,-7,160
5,7,-10,160
7,3,-3,160
9,4,10,160
15,3,17,160
42,1,46,160
49,1,58,160
85,4,82,160
-13,2,-8,163
-10,5,-9,163
-10,7,-5,163
-9,1,-6,163
-8,4,-9,163
-8,1,-6,163
-6,2,-8,163
-6,7,-6,163
-6,7,-5,163
-5,1,-6,163
-4,7,-8,163
-4,6,-7,163
-4,2,-6,163
-3,4,-8,163
-3,6,-7,163
-3,7,-3,163
-2,6,-6,163
-1,2,-4,163
-1,5,-2,163
0,3,-8,163
0,2,-4,163
1,5,4,163
2,2,-10,163
2,4,-6,163
2,3,-5,163
2,1,1,163
2,3,4,163
3,3,-3,163
3,4,1,163
4,3,-4,163
5,4,-7,163
5,2,-6,163
5,2,-3,163
5,4,1,163
5,7,1,163
6,4,-4,163
6,4,-1,163
6,2,5,163
7,2,2,163
7,1,5,163
9,5,9,163
10,7,7,163
11,2,-2,163
11,4,8,163
12,5,5,163
13,4,-4,163
13,4,7,163
14,4,9,163
15,6,9,163
23,5,23,163
25,1,22,163
27,7,13,163
27,4,16,163
28,4,28,163
33,6,19,163
41,6,35,163
91,1,77,163
-21,7,-6,164
-21,6,-3,164
-19,1,-5,164
-18,5,-11,164
-18,6,-11,164
-18,6,-7,164
-17,7,-10,164
-17,4,-8,164
-17,4,-6,164
-15,2,-6,164
-14,2,-5,164
-14,3,-4,164
-12,7,-10,164
-12,4,-5,164
-11,1,-10,164
-11,1,-6,164
-11,7,-2,164
-5,6,-7,164
-3,2,-3,164
-2,4,-6,164
-2,6,-4,164
2,2,-5,164
4,2,0,164
9,3,-3,164
15,1,23,164
21,7,23,164
41,7,41,164
57,4,32,164
74,5,81,164
76,2,69,164
127,3,134,164
165,2,148,164
-26,6,-14,166
-23,5,-7,166
-19,3,-10,166
-12,4,-4,166
-11,7,-10,166
-11,2,-6,166
-9,4,-5,166
-8,3,-3,166
-5,6,-2,166
-4,4,4,166
-3,5,-4,166
-3,6,-3,166
-2,4,-4,166
1,1,-4,166
3,2,-1,166
6,3,16,166
9,7,-8,166
18,4,-3,166
27,1,30,166
75,4,89,166
-8,4,-3,168
-3,3,-6,168
-1,5,-2,168
7,2,-3,168
-13,7,-3,170
-13,7,-3,170
-13,1,-1,170
-7,7,-4,170
-2,3,-3,170
2,5,-8,170
14,4,16,170
-14,6,-5,173
-12,7,1,173
-9,5,-2,173
-4,1,0,173
-3,6,-6,173
-3,2,-5,173
-2,4,-2,173
0,3,-4,173
1,2,2,173
3,3,-7,173
5,4,-4,173
8,5,0,173
14,2,-3,173
26,4,-5,173
35,6,8,173
44,2,52,173
72,7,43,173
96,3,85,173
142,3,120,173
-17,3,-10,174
-14,4,-4,174
-12,3,-8,174
-10,5,-7,174
-10,3,-5,174
-10,1,-2,174
-6,6,-3,174
-5,7,-9,174
-5,1,-4,174
-2,5,-8,174
9,5,3,174
16,3,-4,174
56,3,48,174
74,5,81,174
-22,4,-7,175
-19,2,-4,175
-14,3,-4,175
-11,5,-6,175
-11,5,-5,175
-9,2,-5,175
-9,5,-5,175
-7,1,-4,175
-6,5,-9,175
-3,4,-6,175
-1,5,-3,175
7,4,8,175
9,4,14,175
14,4,17,175
17,3,17,175
39,5,40,175
72,7,58,175
-18,7,-1,177
-12,4,-6,177
-11,6,-2,177
-8,7,-6,177
-6,6,-3,177
-5,7,6,177
-4,1,-2,177
-4,1,-1,177
-3,2,-4,177
-2,1,0,177
-1,4,-2,177
-1,1,11,177
1,4,-4,177
9,7,-3,177
11,4,0,177
14,2,-5,177
16,6,20,177
23,3,36,177
25,2,0,177
25,4,16,177
25,6,26,177
27,1,36,177
46,2,49,177
130,3,45,177
-20,5,-10,179
-13,3,-5,179
-9,1,-4,179
7,3,-8,179
38,6,-1,179
42,2,46,179
59,2,50,179
130,2,100,179
-15,4,-5,181
-13,5,-11,181
-12,7,-6,181
-12,3,-2,181
-11,1,-9,181
-11,2,-3,181
-8,1,-5,181
-8,7,-1,181
-7,5,-6,181
-7,6,-1,181
0,2,2,181
1,7,1,181
2,6,3,181
7,3,12,181
13,1,15,181
-15,1,-9,182
-13,5,-5,182
10,2,15,182
12,4,-4,182
51,7,-6,182
55,7,59,182
73,6,42,182
2,7,0,183
-23,4,-6,184
-19,4,-8,184
-15,4,-5,184
-14,3,-6,184
-11,4,-8,184
-10,5,-5,184
-10,5,-2,184
-7,5,-4,184
-6,4,-9,184
-6,1,-7,184
-3,5,-5,184
-3,4,6,184
-1,5,-11,184
0,3,-3,184
0,4,0,184
1,3,-7,184
3,4,-4,184
3,2,-3,184
4,3,5,184
5,5,-3,184
9,3,-4,184
9,7,24,184
10,5,-4,184
10,5,-3,184
16,1,-4,184
17,1,-3,184
18,5,25,184
20,3,-3,184
22,3,17,184
25,7,12,184
25,2,15,184
26,1,18,184
36,3,-7,184
36,4,47,184
39,5,44,184
40,1,20,184
42,5,55,184
44,1,19,184
47,2,30,184
47,2,35,184
48,3,47,184
54,3,57,184
56,5,46,184
61,7,-3,184
61,5,18,184
63,7,78,184
65,3,67,184
70,5,73,184
88,2,71,184
92,3,30,184
92,3,95,184
96,3,99,184
119,3,125,184
138,2,45,184
162,4,163,184
218,4,150,184
-14,6,2,187
-12,4,-2,187
-11,5,-7,187
-11,1,-3,187
-11,5,-3,187
-11,5,-2,187
-10,4,-7,187
-10,7,-4,187
-10,6,-2,187
-9,3,-5,187
-9,6,-2,187
-8,3,-3,187
-8,4,1,187
-6,5,-3,187
-6,4,-1,187
-6,4,3,187
-5,7,-5,187
-4,3,-5,187
-4,1,-1,187
-4,6,-1,187
-3,4,-3,187
-3,4,-3,187
-1,5,3,187
0,2,13,187
2,1,-2,187
2,5,-2,187
2,6,11,187
2,3,13,187
10,6,13,187
13,4,5,187
20,4,19,187
21,2,-1,187
26,4,5,187
29,7,41,187
31,3,13,187
35,4,11,187
41,3,53,187
44,4,17,187
45,4,29,187
46,4,49,187
51,5,18,187
54,7,24,187
71,4,70,187
73,3,59,187
96,1,108,187
125,4,95,187
190,6,159,187
-20,7,-2,188
-17,6,-6,188
-9,5,-3,188
-8,3,-6,188
-2,7,-1,188
4,1,16,188
11,1,13,188
12,3,0,188
18,3,34,188
23,2,27,188
-11,4,-2,189
-10,3,-5,189
-10,2,-1,189
-8,3,-5,189
-8,2,-1,189
-7,3,-3,189
-7,4,-2,189
-6,3,-4,189
-3,7,-6,189
-1,2,-4,189
-1,5,9,189
0,2,3,189
7,2,0,189
7,4,10,189
8,5,8,189
12,3,0,189
12,7,15,189
14,4,16,189
29,6,31,189
58,5,65,189
69,3,76,189
74,3,76,189
141,4,127,189
-21,2,-9,190
-17,5,-8,190
-17,4,-7,190
-17,7,-5,190
-16,2,-10,190
-16,3,-9,190
-16,3,-7,190
-16,5,-5,190
-15,7,-7,190
-15,1,-6,190
-15,3,-6,190
-14,6,-6,190
-14,2,-1,190
-13,1,-9,190
-13,4,-5,190
-13,4,-5,190
-13,5,-4,190
-11,5,-9,190
-11,3,-7,190
-11,7,-5,190
-10,7,-5,190
-9,7,-12,190
-9,4,-6,190
-9,4,-5,190
-9,7,-5,190
-9,7,-4,190
-8,3,-4,190
-7,2,-8,190
-7,3,-6,190
-7,4,-3,190
-7,7,-2,190
-6,4,0,190
-5,5,-9,190
-5,6,-4,190
-5,7,-1,190
-5,5,8,190
-4,4,-7,190
-4,3,-3,190
-4,6,0,190
-3,3,-4,190
-3,2,-2,190
-3,1,-1,190
-2,4,-11,190
-2,1,-5,190
-2,3,-1,190
-1,4,-10,190
-1,1,-3,190
-1,6,0,190
-1,7,2,190
0,5,-9,190
0,3,-3,190
0,7,4,190
1,1,-6,190
1,7,-4,190
1,4,-3,190
3,3,9,190
3,4,12,190
5,2,11,190
6,1,4,190
8,4,0,190
9,4,0,190
12,2,12,190
12,2,14,190
15,7,10,190
15,5,21,190
20,1,19,190
20,1,27,190
26,2,8,190
28,7,21,190
30,6,-4,190
30,7,32,190
32,2,21,190
34,7,12,190
38,1,34,190
39,5,47,190
42,5,45,190
46,2,37,190
47,4,45,190
49,4,33,190
95,5,106,190
154,7,148,190
-19,2,-5,191
-16,3,-4,191
-12,1,-12,191
-12,5,6,191
-8,7,-3,191
-7,6,-2,191
-6,5,1,191
-6,1,3,191
-4,7,-9,191
-4,7,2,191
-1,1,-4,191
0,7,-5,191
1,7,-2,191
10,5,12,191
12,3,2,191
15,1,14,191
20,6,23,191
48,1,14,191
54,4,12,191
96,1,104,191
-22,2,-8,192
-21,6,-17,192
-16,3,-3,192
-15,5,-4,192
-14,7,-7,192
-14,1,-6,192
-13,7,-9,192
-12,5,-5,192
-12,3,-4,192
-11,3,-6,192
-11,2,-5,192
-11,2,-3,192
-11,7,-2,192
-10,7,-5,192
-9,1,-6,192
-9,1,-5,192
-9,3,-3,192
-9,6,-1,192
-8,3,-6,192
-8,4,-4,192
-8,4,-4,192
-7,5,-7,192
-7,5,-6,192
-7,6,-6,192
-7,2,-4,192
-7,6,-4,192
-7,2,0,192
-6,6,-4,192
-6,7,-4,192
-6,6,-1,192
-5,7,-8,192
-5,2,-6,192
-5,5,-4,192
-5,7,-4,192
-4,3,-7,192
-4,1,0,192
-3,1,-7,192
-3,1,-3,192
-2,4,-6,192
-1,3,-8,192
-1,3,2,192
-1,4,8,192
0,2,-4,192
0,6,-1,192
1,5,-10,192
1,1,-4,192
1,3,-3,192
1,7,-3,192
2,1,-3,192
2,7,0,192
2,2,6,192
2,6,14,192
3,1,-1,192
3,6,2,192
3,7,8,192
3,3,12,192
4,2,10,192
6,2,5,192
6,5,5,192
7,2,6,192
8,1,3,192
8,7,5,192
8,6,16,192
9,3,12,192
9,1,25,192
11,2,-3,192
11,4,17,192
12,2,-1,192
13,6,-1,192
15,6,21,192
16,1,1,192
16,4,22,192
16,4,26,192
18,2,29,192
33,4,0,192
35,4,20,192
37,4,17,192
40,2,46,192
44,7,3,192
46,4,-2,192
54,4,50,192
67,2,64,192
68,2,64,192
110,4,97,192
181,3,154,192
272,5,261,192
-11,7,-14,193
13,5,-4,195
54,4,49,195
61,4,66,195
209,2,117,195
-28,7,-5,196
-21,4,-2,196
-20,4,-7,196
-20,7,-5,196
-19,3,-3,196
-18,7,-3,196
-18,7,-1,196
-16,1,-2,196
-9,4,-7,196
-7,4,-2,196
-5,3,-10,196
-5,3,-7,196
-5,6,-5,196
-4,1,-3,196
-2,2,-7,196
0,7,-3,196
1,4,3,196
